Date,High,Low,Open,Close,Volume,Adj Close,Diff_close,Cum_Diff_close
1927-12-30,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,17.65999984741211,1.0,1.0
1928-01-03,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,17.760000228881836,1.0056625358059887,1.0056625358059887
1928-01-04,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,17.719999313354492,0.9977476962268113,1.0033974782820383
1928-01-05,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,17.549999237060547,0.9904063158644805,0.9937711998130236
1928-01-06,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,17.65999984741211,1.0062678413181507,0.9999999999999999
1928-01-09,17.5,17.5,17.5,17.5,0,17.5,0.990939985911973,0.9909399859119729
1928-01-10,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,17.3700008392334,0.9925714765276228,0.9835787649669087
1928-01-11,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,17.350000381469727,0.998848563224102,0.9824462362049334
1928-01-12,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,17.469999313354492,1.0069163647980623,0.9892411927690101
1928-01-13,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,17.579999923706055,1.0062965434845481,0.9954699929559865
1928-01-16,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,17.290000915527344,0.983504038143501,0.9790487579228951
1928-01-17,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,17.299999237060547,1.0005782718914853,0.9796149142999956
1928-01-18,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,17.260000228881836,0.9976879185004226,0.9773499647799324
1928-01-19,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,17.3799991607666,1.0069524293333418,0.984144921344009
1928-01-20,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,17.479999542236328,1.0057537621575647,0.9898074571499976
1928-01-23,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,17.639999389648438,1.0091533095882244,0.9988674712380247
1928-01-24,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,17.709999084472656,1.0039682368053424,1.0028312139010507
1928-01-25,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,17.520000457763672,0.9892716749558973,0.9920725146739481
1928-01-26,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,17.6299991607666,1.0062784646192282,0.9983012068570373
1928-01-27,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,17.690000534057617,1.0034033679039838,1.0016987931429628
1928-01-30,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,17.489999771118164,0.9886941347144449,0.9903737215309854
1928-01-31,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,17.56999969482422,1.0045740380076025,0.9949037285749988
1928-02-01,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,17.530000686645508,0.9977234485558646,0.9926387790549357
1928-02-02,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,17.6299991607666,1.0057044192928797,0.9983012068570372
1928-02-03,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,17.399999618530273,0.986954080931089,0.9852774501059841
1928-02-06,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,17.450000762939453,1.0028736290520335,0.9881087720109222
1928-02-07,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,17.440000534057617,0.9994269210060395,0.9875425076299346
1928-02-08,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,17.489999771118164,1.0028669286427432,0.9903737215309852
1928-02-09,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,17.549999237060547,1.0034305012422848,0.9937711998130235
